Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
3b86fb659fcd3a3627d48538dd930d77f656dfedda41dd640e1725d383f769f2,2023-02,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
94fddbdb2ae60686bed2b0cc8c8ecba31d0f6737f5e51771f59ccb828fe0ab97,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.260296,51.407105,On or near Sycamore Grove,E01002963,Kingston upon Thames 007D,Investigation complete; no suspect identified
94fddbdb2ae60686bed2b0cc8c8ecba31d0f6737f5e51771f59ccb828fe0ab97,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.260296,51.407105,On or near Sycamore Grove,E01002963,Kingston upon Thames 007D,Investigation complete; no suspect identified
b2bb6dccdf1bf18e2675970c0a27c719e3a18d44fb5f5cf258558720f3b24d31,2023-02,Metropolitan Police Service,Metropolitan Police Service,0.116632,51.395966,On or near Hearns Road,E01000719,Bromley 019A,Investigation complete; no suspect identified
0618d3147bee91d34f84178d030ad976f750e1c3bfa14f9bf957200e68123735,2023-02,Metropolitan Police Service,Metropolitan Police Service,0.178544,51.44941,On or near ,E01000378,Bexley 019E,Investigation complete; no suspect identified
20711b2e5d54850d1e3d4f8f500a7c1ef640a72c08da626fbfaa03cacb4dfd60,2023-02,Metropolitan Police Service,Metropolitan Police Service,0.115719,51.435668,On or near Canterbury Avenue,E01000461,Bexley 024E,Investigation complete; no suspect identified
784823419dd07dfefe7d6e9740a08988fbced4bbc497fb3103ff60b84f982cc7,2023-02,Metropolitan Police Service,Metropolitan Police Service,0.15765,51.465983,On or near A220,E01000370,Bexley 014D,Investigation complete; no suspect identified
6950e209a9540cd300eb6ef342c832229c74057a285eea2408db026803c4840e,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.014252,51.46841,On or near Conington Road,E01003296,Lewisham 012E,Investigation complete; no suspect identified
6950e209a9540cd300eb6ef342c832229c74057a285eea2408db026803c4840e,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.014252,51.46841,On or near Conington Road,E01003296,Lewisham 012E,Investigation complete; no suspect identified
20ee464c94bf9acdb6d2fe438de9dd284af6b69b1644f3f787a98016c87b8608,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.02628,51.465268,On or near Avon Road,E01003211,Lewisham 008B,Investigation complete; no suspect identified
00d2a179ec2869ccddb1711e0373d43f82bafd3643a3622fe80edac3bd3efbc4,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.107658,51.565977,On or near Morris Place,E01002735,Islington 003A,Investigation complete; no suspect identified
edfe2de3961d8b01d86c74b88cc3a6362e80a313935731c453aadf9a50803ac4,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.024748,51.445062,On or near Catford Bridge,E01003317,Lewisham 020A,Investigation complete; no suspect identified
8d34c02c547b3a3eb1c7db3c18acd50c422ad1a33657a6f5c5f3f356d7e35d4b,2023-02,Metropolitan Police Service,Metropolitan Police Service,0.008727,51.461184,On or near Shearman Road,E01003202,Lewisham 009C,Investigation complete; no suspect identified
a248010f5afa99a283a14015bc1fc04c60a1052e1f59ade98ee9e2997f6ccc1f,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.02066,51.427466,On or near Arnulf Street,E01003189,Lewisham 034A,Investigation complete; no suspect identified
6245dc6d8f0ae2a55aa2c7862f5573b67f46176e83c09b4bf0cc91c1ccdc92db,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.013543,51.429036,On or near ,E01003352,Lewisham 030D,Investigation complete; no suspect identified
cd5ee64e2351df23737ef02dc186388863501aa96be9e5018c7a9411d304492b,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.042757,51.428089,On or near Highclere Street,E01003333,Lewisham 035D,Investigation complete; no suspect identified
1d631d8039deb12a4aa51b4ce052b14a3a390b79f7a2bb8c65e54c19afa4a445,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.119126,51.53038,On or near Field Street,E01000938,Camden 024B,Investigation complete; no suspect identified
95487ebe32c37b3ded215ba9006f761413e9aad9b9010fb6d5a542d693350f38,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.189419,51.5418,On or near St Mary's Mews,E01000965,Camden 016C,Investigation complete; no suspect identified
0a31ea668e18a59585d39333c205f00aef021361b8e606da0b10da23ea3be617,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.208948,51.558997,On or near Besant Road,E01000143,Barnet 041D,Investigation complete; no suspect identified
54303736f54586cb6c8997db35588b5d604b82ca55e2edbb7ead7a08040a59b8,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.222619,51.556534,On or near Olive Road,E01000555,Brent 015C,Investigation complete; no suspect identified
d179d50c6f60c35e3db5d93d2ee417195e763874e4bbd5b376507f03e1b45e5d,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.159053,51.391818,On or near Drake Road,E01003375,Merton 022B,Investigation complete; no suspect identified
3359560eaccda883ecbf63ffce6a33063f0f16405cf7b076a29c72131599bdca,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.132866,51.406081,On or near ,E01003414,Merton 017B,Investigation complete; no suspect identified
7b39b4a1782f3130112751fc5226278b96c9f16df49ebcfb7fb08f180582788b,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.351919,51.45296,On or near The Ridge,E01003910,Richmond upon Thames 011D,Investigation complete; no suspect identified
00cd9d530675771742b5e8dbb9f8d0d2dff452b3ce32eb4f217affc7a5bd9e3d,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.254779,51.4689,On or near White Hart Lane,E01003858,Richmond upon Thames 003G,Investigation complete; no suspect identified
387fccc111b7fbe65c9b8456dc7edb04562a36c6bd68b114ff1ab26ba5e43255,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.241327,51.474266,On or near Bracken Gardens,E01003799,Richmond upon Thames 001C,Investigation complete; no suspect identified
febf78851a390234fb0f55218d36e67daf8e1fd8bc4a9530e5e2500267664bce,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.268861,51.463939,On or near Colston Road,E01003804,Richmond upon Thames 005A,Investigation complete; no suspect identified
359881bd9e6a65ba7684900a40ad7eb9b6885284ff9c94e811a45c21b6753da8,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.254993,51.469317,On or near Limes Field Road,E01003858,Richmond upon Thames 003G,Investigation complete; no suspect identified
6dbe577855c86b5eaedc3409f0782a1e354265b556e60186ab956d3321d93f4c,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.252976,51.465223,On or near Upper Richmond Road West,E01003857,Richmond upon Thames 003F,Investigation complete; no suspect identified
9d2885fe5eb27254f0bc8fd6ac5530a9929eb97e611964a84edc591a4d84ef57,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.240007,51.472636,On or near Rectory Road,E01003799,Richmond upon Thames 001C,Investigation complete; no suspect identified
32697f597958fd495c139265388c0748950200e35376ac6fa9a22607656b7915,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.362305,51.444679,On or near Ross Road,E01003844,Richmond upon Thames 013E,Investigation complete; no suspect identified
6114091e952969382ba321f85c3767b56b3338ff632762206640251db90fd156,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.265515,51.464842,On or near Upper Richmond Road West,E01003807,Richmond upon Thames 005B,Investigation complete; no suspect identified
3047be5b2ac4bb86ad8b56799ebc33a2e8d42ab983a9d89fc046051989555b7a,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.25537,51.469251,On or near Limes Field Road,E01003858,Richmond upon Thames 003G,Investigation complete; no suspect identified
57ae9600491c28823ffc72bf25d01883d4e5ce5f43739dc342b67af7bf85892c,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.255744,51.470785,On or near The Terrace,E01003856,Richmond upon Thames 003E,Investigation complete; no suspect identified
49eb9d01d516f5d1012f3f06a252fc65ed83c22593f5f340b25fd16ac38d00d2,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.336884,51.447667,On or near Albert Road,E01003883,Richmond upon Thames 014B,Investigation complete; no suspect identified
b4e1e971d9d5fb651ce9657bc918912a13b3e844fa9310d1bcb56d3000ff2a2a,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.209625,51.463436,On or near Florian Road,E01033093,Wandsworth 010F,Investigation complete; no suspect identified
ace76720079404904b9b9f9b4071abb831572b0771a65f86a40dc78fbe392f15,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.150626,51.430749,On or near Macmillan Way,E01004483,Wandsworth 026D,Investigation complete; no suspect identified
083807e58db69f4b7ef6e39282b12e25e711318f9bc2a5a96ef545800d2dce8b,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.301047,51.443493,On or near Bute Avenue,E01003816,Richmond upon Thames 012C,Investigation complete; no suspect identified
8b795655ddbfb5a067ab4b0c84d3799fa6114b582b7327651070a452f32a4de2,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.286169,51.477672,On or near Station Approach,E01003847,Richmond upon Thames 002B,Investigation complete; no suspect identified
c34bcd0473cac8161ef53a1320a55d53025e16cda6443f5c991275fa4b6ef0d2,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.342294,51.453256,On or near Talma Gardens,E01003867,Richmond upon Thames 011A,Investigation complete; no suspect identified
2c995f2748bb02518f2c3d01ad5dd4fe2a8ee8f173cf8d1b2d608317dbffce14,2023-02,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
02f688d6fd7a6efe37287a1f094ab60e714a079c50d20d31a947c531b4241456,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.293001,51.458214,On or near Marchmont Road,E01003878,Richmond upon Thames 006D,Investigation complete; no suspect identified
28ec329900082ec05a5a36f429b14c5f24c0423a734f457b1a426540e38e3264,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.341204,51.453546,On or near Tayben Avenue,E01003867,Richmond upon Thames 011A,Investigation complete; no suspect identified
8df881ef4d7d4e6582f2e73db18e6f93ebade0ae30845c4cd4f6a63ed7b2d5ca,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.342294,51.453256,On or near Talma Gardens,E01003867,Richmond upon Thames 011A,Investigation complete; no suspect identified
9b89b3455dd80eb3b7562f036d2c6e64f28c7379fb7baf8488f3478bc4d903f7,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.304972,51.441625,On or near Clifford Road,E01003816,Richmond upon Thames 012C,Investigation complete; no suspect identified
198686f57788cc01175ecbfbb1fcb4ffed1b09a1e4a13fedddb444fee33bbf72,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.342294,51.453256,On or near Talma Gardens,E01003867,Richmond upon Thames 011A,Investigation complete; no suspect identified
ec07b4bb4a27d09b9312843f779495c0df1fe6e4fa4fd021046539c122962780,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.364956,51.425239,On or near Cannon Close,E01003830,Richmond upon Thames 020C,Investigation complete; no suspect identified
3755ec4083e4708c9536667d9863bb881f98797e20b8f24930581046f8cb346d,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.249223,51.472612,On or near Stanton Road,E01003854,Richmond upon Thames 003C,Investigation complete; no suspect identified
0b8cf06d169e25fd3259f4ca1ba67866d4d46628a6d6e1ddf3907ce341ea5205,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.24115,51.478121,On or near Ferry Road,E01003797,Richmond upon Thames 001A,Investigation complete; no suspect identified
ae076d7c3e74f081fd4b3db36ed82e1ef9d5d3ea6b3cc503b60ba39ff8dfa472,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.365064,51.448819,On or near Cranbrook Drive,E01003842,Richmond upon Thames 013C,Investigation complete; no suspect identified
ae0e13c98d749fca9a1766fee011ab9cbdb780e390dc05db460f396c869e0a74,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.264156,51.468788,On or near Victoria Road,E01003855,Richmond upon Thames 003D,Investigation complete; no suspect identified
b0c9a53b05a61f91a8797148fd4b92b1fb6009384ac4abb786b9cd95b9fa1daf,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.265744,51.466779,On or near Howgate Road,E01003808,Richmond upon Thames 005C,Investigation complete; no suspect identified
b29c2aa03d2bdff0e7ee92caf351561ef79b33be31051f2b8f0b3c56c067fc1c,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.245775,51.4698,On or near Beverley Road,E01003853,Richmond upon Thames 003B,Investigation complete; no suspect identified
7ca5901a4c0017edd36eccc84750309c8da816a7ae647b477c22a3b69eef1952,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.268147,51.465673,On or near ,E01003807,Richmond upon Thames 005B,Investigation complete; no suspect identified
5061ceaa9780ac49877a26bef03e376394627d80b0bba7fd456bfd52db9474a0,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.28842,51.464082,On or near B353,E01003863,Richmond upon Thames 004E,Investigation complete; no suspect identified
51dbebc55f8b60a480ad148babcbac534e709cb5d6cb6ba2f1fec603267a3be2,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.377623,51.41564,On or near Sandringham Mews,E01003826,Richmond upon Thames 023E,Investigation complete; no suspect identified
3426230086a8583fbb101903136c0358d7a6403e789fc237944d02658d7873bc,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.331389,51.425108,On or near Thelma Grove,E01003887,Richmond upon Thames 021B,Investigation complete; no suspect identified
90d15d867419662359ed294094713f8bba86f54c17af4191b25cc6ee27b178b0,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.374372,51.42296,On or near Marlingdene Close,E01003828,Richmond upon Thames 020A,Investigation complete; no suspect identified
42a31dbb69cffb7ff449217663100f85f677b8150d65ce1039874f7af4aa9c8d,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.318268,51.420073,On or near Conifers Close,E01003838,Richmond upon Thames 022E,Investigation complete; no suspect identified
389771a3ddc5a7d2801048e1b5dab23b45d447755e007565f68eff63593ba264,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.266401,51.464262,On or near Larches Avenue,E01003807,Richmond upon Thames 005B,Investigation complete; no suspect identified
10c21753a3470a468e781f4abc0b6986a99d629bd2baaad08f2f121ebf730e73,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.365064,51.448819,On or near Cranbrook Drive,E01003842,Richmond upon Thames 013C,Investigation complete; no suspect identified
f235627c66e5f8c8e59839c1985093f58ad8f68bc4ac0bc1dd478d96b841c214,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.150626,51.430749,On or near Macmillan Way,E01004483,Wandsworth 026D,Investigation complete; no suspect identified
b639fa701e583810d9454b2bab893763c16f93a8160509907daef9b022bc1bb7,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.164445,51.442729,On or near St James's Drive,E01004543,Wandsworth 027A,Investigation complete; no suspect identified
f77769c5558f292d2c396d18aaae9bd5d72bce2297de760f68b4b5075f639d3d,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.219227,51.446793,On or near Sandringham Close,E01004631,Wandsworth 022C,Investigation complete; no suspect identified
f77769c5558f292d2c396d18aaae9bd5d72bce2297de760f68b4b5075f639d3d,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.219227,51.446793,On or near Sandringham Close,E01004631,Wandsworth 022C,Investigation complete; no suspect identified
04e38c271f54a256e83610725af7a375eb8f65b106a28fd90c514bb87689d627,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.140927,51.424786,On or near Mitcham Lane,E01004517,Wandsworth 037A,Investigation complete; no suspect identified
f033df1996a45f3d0ab95e89ede3bd86ac930c4ecb90e7c11cd22a971425dca6,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.166141,51.443151,On or near Nottingham Road,E01004543,Wandsworth 027A,Investigation complete; no suspect identified
7db54c6125096992bf996388b5549bd4388fd53a8977b0c913cfeef69507c3d3,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.2121,51.461639,On or near Oxford Road,E01004602,Wandsworth 010C,Investigation complete; no suspect identified
c551181333584feadf16ee8f5b8aeec293762b6aed30525e19ebfd6ab452de1b,2023-02,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
c551181333584feadf16ee8f5b8aeec293762b6aed30525e19ebfd6ab452de1b,2023-02,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
8027b5a4dd66ad74eaa463b6a6fff40dc58989825008677f574c9d70eefdb5a5,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.15022,51.429753,On or near Lisle Close,E01004483,Wandsworth 026D,Investigation complete; no suspect identified
4a6387ea42d5b01d002a86c36a59cb5a85d52f36316efccab0485a3e1f8a80b3,2023-02,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
1dd9481df18845c2c0ea0e8a745ff90e2727108163bbf3f919fda49f70befaf4,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.176794,51.445556,On or near Titchwell Road,E01004625,Wandsworth 027E,Investigation complete; no suspect identified
1dd9481df18845c2c0ea0e8a745ff90e2727108163bbf3f919fda49f70befaf4,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.176794,51.445556,On or near Titchwell Road,E01004625,Wandsworth 027E,Investigation complete; no suspect identified
1f132d26ce4c022c99f7d70beacf6b3804c05ceea5d1a8bd295495ecccd2c7de,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.155672,51.451898,On or near Old Park Avenue,E01004477,Wandsworth 017A,Investigation complete; no suspect identified
6ab7bfca14c72316ffd1a96f62192dac10edad72c2814aa6105574b848ea5a9b,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.219799,51.444293,On or near Hollytree Close,E01004631,Wandsworth 022C,Investigation complete; no suspect identified
77517eaec33f58af9dac95eeec5552e80699f25e687453c4041a190dfd97a88f,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.15878,51.515209,On or near Quebec Mews,E01004657,Westminster 012A,Investigation complete; no suspect identified
199910fc6faa060b9dd3427e198da1517df701f7340022f29657b06acd32ceac,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.20238,51.526164,On or near Drayford Close,E01004674,Westminster 005A,Investigation complete; no suspect identified
1693a17b6056c5d15109596efc8fec5f39b8bf9d1dbd8fcdb7b0c5f03850e158,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.167639,51.521094,On or near Harrow Street,E01033604,Westminster 009J,Investigation complete; no suspect identified
bdc2e1ec48bebde61c2778593f86562af4b8cd33e0e0c4fe0c4aa74aa6c43549,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.28618,51.491575,On or near Capital Interchange Way,E01002566,Hounslow 003C,Investigation complete; no suspect identified
42a5dd6eda25305abf0a674303c66cf72b5ef9e057c6b5ae68034436b8f679da,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.267719,51.467087,On or near Moore Close,E01003807,Richmond upon Thames 005B,Investigation complete; no suspect identified
d7f4f0c305b723418b4be7e804fbbcbfe5989a25d39183dac5d164249916baab,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.033315,51.677358,On or near Ferns Close,E01001444,Enfield 001A,Investigation complete; no suspect identified
562c59afe9b651b2167da875e7e2e0b12ed4146b7f149eebb3d949d704b01231,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.075679,51.642594,On or near Winchester Close,E01001405,Enfield 015A,Investigation complete; no suspect identified
562c59afe9b651b2167da875e7e2e0b12ed4146b7f149eebb3d949d704b01231,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.075679,51.642594,On or near Winchester Close,E01001405,Enfield 015A,Investigation complete; no suspect identified
d1789cf207a6cec20c583b23b2528b051fa7a01302c50cde8ffb11ec7999712b,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.034842,51.646765,On or near Scotland Green Road North,E01001506,Enfield 014B,Investigation complete; no suspect identified
9b2c7c88c7ba8d301ac6583ae21f314ab55ff8542e4d7652cdad6bcb0c0bcca8,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.195206,51.515443,On or near Bott's Mews,E01004653,Westminster 014A,Investigation complete; no suspect identified
b07aed6a6fc8497d51758dd5adf898d11e303db3c0e5a9596d7c212ca7ddb632,2023-02,Metropolitan Police Service,Metropolitan Police Service,0.101913,51.516759,On or near ,E01000092,Barking and Dagenham 019E,Investigation complete; no suspect identified
42ab8a56fcb876b17e1c8b9cd7c8f6643193f84acd4b91f10e35827ba45e3b6f,2023-02,Metropolitan Police Service,Metropolitan Police Service,0.016488,51.56729,On or near Leyspring Road,E01004441,Waltham Forest 024E,Investigation complete; no suspect identified
88b6608777653d71bf1d4c780bc9a639021649128d92114e871d91842d1e08d2,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.115319,51.392022,On or near Whitehall Road,E01001176,Croydon 011C,Suspect charged
dce4f052cc8400478fafb50b9836cd14dbaf6708ffc7f9a5f68bc4a3ae6218df,2023-02,Metropolitan Police Service,Metropolitan Police Service,0.072832,51.558655,On or near ,E01003689,Redbridge 030G,Suspect charged
5bba02ccbde7105899afb5d0e9c61becc681d78c841254c3e82848331ab2ed82,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.046499,51.53118,On or near Old Ford Road,E01004266,Tower Hamlets 007D,Suspect charged
0e1448c7b2a60989b8e38eee5e5e4689ce610a0b6c8feb10742ecdef7702dfc4,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.126136,51.384803,On or near Rosedene Avenue,E01001006,Croydon 016A,Investigation complete; no suspect identified
7cf717d3da59dc537357c39f8f37b1abd2d024e93d9eccdee0dbd760a9f2f346,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.03318,51.393504,On or near Ernest Grove,E01000777,Bromley 024D,Investigation complete; no suspect identified
d28bdf9cfb2ba8777ecf382221ddd93b87ada199981af8b2c93f1bcdf1ebaa1d,2023-02,Metropolitan Police Service,Metropolitan Police Service,0.021833,51.433306,On or near Dilhorne Close,E01003263,Lewisham 023A,Investigation complete; no suspect identified
ea13080a97cf2874291bf8d4b1edf3bb115f96951920481bae78363240beaabe,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.027874,51.428289,On or near Moremead Road,E01003191,Lewisham 034C,Investigation complete; no suspect identified
890d90854491db982b3d56408d44ce693eebffb999a475abc76d151bf89b41f3,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.072753,51.49774,On or near Enid Street,E01003975,Southwark 004A,Investigation complete; no suspect identified
4305286a931120a2d7c4c409bc004aabf1f5aa91dcf29598f73bc491e0281133,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.096974,51.484547,On or near Langdale Close,E01003991,Southwark 017C,Investigation complete; no suspect identified
126976c8c748c4dd3f3fb490cc87c4cce6e1f162e4224871e2f9c0f20104c582,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.090141,51.4678,On or near Denmark Hill,E01004051,Southwark 027E,Investigation complete; no suspect identified
7cb7f356bacb90bd6caad2b90e12df311d336eff315528aad3ea07afbe8344ae,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.057513,51.588439,On or near Daneland Walk,E01002080,Haringey 015D,Investigation complete; no suspect identified
7cb7f356bacb90bd6caad2b90e12df311d336eff315528aad3ea07afbe8344ae,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.057513,51.588439,On or near Daneland Walk,E01002080,Haringey 015D,Investigation complete; no suspect identified
8f8031e7d9912264a59824787b2e5fb691d4d1ac1cd5d72c421ab44f78bc8e7f,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.147014,51.576757,On or near Hillside Gardens,E01002007,Haringey 035C,Investigation complete; no suspect identified
f4f4a6168d35a0b3698f4b3f33b0f2d16782181376ec885c23e976d5347f4eb6,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.090273,51.497037,On or near Spurgeon Street,E01003936,Southwark 009A,Investigation complete; no suspect identified
b82be217728a41c5b054c4e5cf29b02f68b13aaca35453eacd27a8243ab4f63b,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.078222,51.461571,On or near Grove Vale,E01004052,Southwark 024E,Investigation complete; no suspect identified
bf404f016d5eeaa666adb6e4e919f47ca88e1fd0a28ba4ccc212259003a0d569,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.156031,51.544743,On or near Eton College Road,E01000906,Camden 012E,Investigation complete; no suspect identified
8a057e246d19643e58a31499fdf7b169d8a1ca9f630349c70d7de1fb8ba37fc3,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.292733,51.418301,On or near Cross Road,E01002938,Kingston upon Thames 003B,Investigation complete; no suspect identified
21dd4818ecc84721fa413191b6b4b3c41166112b4891d42e36bea8d462946f79,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.161576,51.450031,On or near Hendrick Avenue,E01004479,Wandsworth 017C,Investigation complete; no suspect identified
713fc9aabbb2be88800e957b37db8d3a1995a836dc2d6b4942b971d6f0f07c1f,2023-02,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
d0b0e2aaa9ef729b8e5a19f337c5b472e939d32e2ffe89a03a6c055e7639c004,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.220428,51.460705,On or near Nursery Close,E01004506,Wandsworth 011A,Investigation complete; no suspect identified
033d941a92734d3345002ce37378cf8d77545abf7c299bbffe7a8119a06caa4f,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.17223,51.424721,On or near Aldis Street,E01004617,Wandsworth 034D,Investigation complete; no suspect identified
20e949230d5f90887a4034f768c5f670155ce3dbf6456af1d991ca4ad603c552,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.470649,51.509196,On or near Warwick Road,E01002529,Hillingdon 029C,Investigation complete; no suspect identified
7121c397b3f6ba1a87993107d87207cbc31de026abec75462bcd25fba6d1aab8,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.43577,51.485806,On or near Providence Lane,E01002448,Hillingdon 032B,Investigation complete; no suspect identified
62a38208cada5eb30955ccb99fed3573c0fde4238dedee2d0c4b39f0ecbbb9e8,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.416239,51.514517,On or near Longmead Road,E01002502,Hillingdon 026C,Investigation complete; no suspect identified
443735e9998095a095aee08132ee52fd4ebf055a635a84379cdd0b1159254bd7,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.201351,51.52337,On or near Western Mews,E01004755,Westminster 010B,Investigation complete; no suspect identified
733f47620afb48c4079634b433e7d61f7f067cba1b7effd92c4494951e05ed70,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.141744,51.49326,On or near ,E01004749,Westminster 022B,Suspect charged
6635c0e6e8f7989377f2093ac87ed53739385c9432c135cb14442eb6f25b31d8,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.204954,51.488543,On or near Lanfrey Place,E01001908,Hammersmith and Fulham 015B,Investigation complete; no suspect identified
5064de5f263d97bf19078c70e9a62ae09da8c9d82e9b13fcdc851bf13638e722,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.215856,51.477154,On or near Childerley Street,E01001904,Hammersmith and Fulham 022A,Investigation complete; no suspect identified
5d0da11cb2f619025adf3fbd46f617977a57d0bdbbc819c857d4a1087faff28f,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.215856,51.477154,On or near Childerley Street,E01001904,Hammersmith and Fulham 022A,Investigation complete; no suspect identified
5d0da11cb2f619025adf3fbd46f617977a57d0bdbbc819c857d4a1087faff28f,2023-02,Metropolitan Police Service,Metropolitan Police Service,-0.215856,51.477154,On or near Childerley Street,E01001904,Hammersmith and Fulham 022A,Investigation complete; no suspect identified
