Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
6c073e3f8c36c71cc1ad018cee89464520329878aa4b25d990eebd0fbb303f1c,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
5695e4792bb4328b1954981c666bd7f7566885529c10dc7b344e17373540e386,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.387731,51.492898,On or near Holly Farm Road,E01002638,Hounslow 005D,Investigation complete; no suspect identified
0e3971888d657ce93076f46e43fd356ce21efe5d092844037a506fdd65dd3f6f,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.077518,51.3971,On or near Lawrence Road,E01001136,Croydon 007A,Investigation complete; no suspect identified
bf1471c78e8aba4a4b7a49680727187ebae094a5d66007a7f1a38833aa722aa4,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.134106,51.343249,On or near A2022,E01001094,Croydon 038E,Investigation complete; no suspect identified
1cdc78d49318c6fbf39e51b1754e7cacd909f856aab8cbe29beeb396f1c61b96,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.083674,51.39462,On or near Alverston Gardens,E01001112,Croydon 013C,Investigation complete; no suspect identified
e3bc0565f1f7396356f05f670428d6fdb6953c6d0ecb20d82ef8d84e77aeb24f,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.098293,51.366189,On or near ,E01001043,Croydon 027B,Investigation complete; no suspect identified
e9e069be87779142e506fc46ff254666f3b501c2ea0a7c79188b8180d124d238,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.108085,51.350646,On or near Knighton Close,E01001173,Croydon 028E,Investigation complete; no suspect identified
e9e069be87779142e506fc46ff254666f3b501c2ea0a7c79188b8180d124d238,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.108085,51.350646,On or near Knighton Close,E01001173,Croydon 028E,Investigation complete; no suspect identified
a0e8a28cd0acd22322a967109e7c6aabde936391319bd579a1c501c17a265fb3,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.436794,51.588228,On or near ,E01002538,Hillingdon 005C,Investigation complete; no suspect identified
c552d944325fa49cb9784e4511a080dad5d318a1e3f27f6af33a09bd1e8be7b1,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.404248,51.605184,On or near Potter Street,E01002483,Hillingdon 002D,Investigation complete; no suspect identified
f66f62045bc6602b18e1ab0f589643994745c40c1ba86171a6f1ed7d45330be2,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.480097,51.542248,On or near Myddleton Road,E01002523,Hillingdon 016D,Investigation complete; no suspect identified
3ecf09dd396630181bb3a6271d988ba3fc3e16538d609b6d79e5cdb13780ace6,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.272,51.463913,On or near Coval Passage,E01003804,Richmond upon Thames 005A,Investigation complete; no suspect identified
ff3d0775b00b9a47fb5bcfd0d9fe43a159fe491fa526e9742c731bc9d768981f,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.317514,51.45391,On or near Baronsfield Road,E01003868,Richmond upon Thames 007B,Investigation complete; no suspect identified
27ecc0984a72df26f19d8e45697a8eec2802ebaf40ebec6f3cda716bc3a86ee5,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.190468,51.548444,On or near West Hampstead Thameslink,E01000972,Camden 010D,Investigation complete; no suspect identified
2c4f813d6380fd748790b82da4ab494321ff2057bdd8f946456d1496756eb22f,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.318539,51.416606,On or near Southcott Road,E01003839,Richmond upon Thames 022F,Investigation complete; no suspect identified
703103516579bfeb37a93b0e37923e30be32af733157b73a1fdeef3d93be837f,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.281064,51.414633,On or near ,E01002954,Kingston upon Thames 003D,Investigation complete; no suspect identified
7ef91ac77fcc1748cad8f6ed8264281f570e4ddb6bc81a391176def78e943225,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.077397,51.526794,On or near Spur Road,E01003535,Newham 023A,Investigation complete; no suspect identified
5d747e6b279e3442dcd6055cc7efc2d2b46d2b06dd3921732db104ea036c769e,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.201375,51.530798,On or near Bradiston Road,E01004677,Westminster 005C,Investigation complete; no suspect identified
f12cc81d4c69443a06e82b22611fa59b0d0294a5e3f79e73a996c728292d2b5b,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.171186,51.500179,On or near Moncorvo Close,E01004692,Westminster 019F,Investigation complete; no suspect identified
20bd7105a4c2d6f774ea509fcbff86debf81485d2d6c7c57ab14c58730a2155f,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.179936,51.500073,On or near Bremner Road,E01004688,Westminster 019B,Investigation complete; no suspect identified
38f75d1cf33236642a07aab898adc40d455fc98b8c890887b5ecda1bef9d0846,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.04703,51.628201,On or near Warley Road,E01033151,Enfield 025G,Investigation complete; no suspect identified
4739df58951c4a61070734cd69c0dd130bdf21db67a40994fb9a35e07e5cd2e8,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.105091,51.623181,On or near Cromie Close,E01001563,Enfield 029C,Investigation complete; no suspect identified
9a530f250270fd304af9fbb880ce19d1f4f4ad644cc7d767a74ad4d354f237f3,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.075282,51.490713,On or near Keats Close,E01004039,Southwark 013B,Investigation complete; no suspect identified
9e042018030d5218ec0b3bd0462b969572d325f1257b9ad7cecf72b9831e13d0,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.06582,51.44947,On or near Hillcourt Road,E01004018,Southwark 032E,Investigation complete; no suspect identified
f90ded9bbdd197448165159bca76af1b570d81bbf5db37a64b17d4029ee3b7b7,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.095941,51.436024,On or near Chancellor Grove,E01003165,Lambeth 025B,Investigation complete; no suspect identified
f9fdc37d877754d8659ac925a4e42b49c2d34d258f6329b4e4379077b9e12381,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.16803,51.427578,On or near Tooting Broadway,E01004525,Wandsworth 035A,Investigation complete; no suspect identified
106cc3def40a9cef190906da0b76e05f349c2c7323ebd38088fda240069d9884,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
17e1126f0e21c8fbfe9990ab40db12aa48d08950c6f15e2f515b075fbe1a709c,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.154214,51.429169,On or near Mantilla Road,E01004483,Wandsworth 026D,Investigation complete; no suspect identified
803e2834559a82e63e0ae191e6a269f1998f1204fd071f98075771bde2cef860,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.102893,51.537987,On or near ,E01002794,Islington 020B,Investigation complete; no suspect identified
29208f66429fd57c5c6275d1d7fc91ba97cca06244c2cdbbb736b9e4cb05b19a,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.214428,51.65474,On or near Elizabeth Close,E01000249,Barnet 001B,Investigation complete; no suspect identified
84cfd2b79a114a44dc6153d96f14fefcb495205b2400c3f7a5e13000be6a03de,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.191259,51.569075,On or near Allandale Road,E01002351,Havering 016C,Investigation complete; no suspect identified
fb5aa68a66d500469e09c8cc5dd6371fd90e6e4f093c4f6a8fa91d9dad1f30f7,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.218803,51.51646,On or near Crowthorne Road,E01002877,Kensington and Chelsea 003B,Investigation complete; no suspect identified
2d2b41d2675334c45c06248e52f1cdd9b2aedd147d13201e8c03d1b93c07eaac,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.175133,51.492642,On or near Sumner Place Mews,E01002822,Kensington and Chelsea 016B,Investigation complete; no suspect identified
eceac90127c6cb5004396359120b63c12bb06d7e55b414bd0ed3f1b3757d17cc,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.120084,51.389382,On or near Marden Road,E01001179,Croydon 016D,Investigation complete; no suspect identified
7cb3539ad2053f38b3d9a5bc8802705c887f0f5e1d34b5fa26107e43e84b46e7,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.10513,51.347424,On or near Kingsdown Avenue,E01001033,Croydon 031A,Investigation complete; no suspect identified
42594d01a6763a4ba72b64380d0a151d9a1f16c5bb872fae5c9e8eb0f74aeb94,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.314438,51.392043,On or near Seething Wells Lane,E01002988,Kingston upon Thames 011C,Investigation complete; no suspect identified
d8414040401e3165fe311b9e4ae366ffc4450eb5b55081ce30d7f3b9405d774a,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.199228,51.356642,On or near Leslie Gardens,E01004152,Sutton 018A,Investigation complete; no suspect identified
ccde0c96c0e6997b0aad8ef870baf2fb3287da5d6d63177355831cbeb7a01aad,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.005818,51.484129,On or near Earlswood Street,E01001662,Greenwich 037A,Investigation complete; no suspect identified
4a61ee4f41e23dc71dece671d37219309d3edebda3a3d743dd93c92ebc2c7701,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.176295,51.617906,On or near ,E01000322,Barnet 011E,Investigation complete; no suspect identified
82bc96ffb0eae52cd69254c2d5fecb7f28782a4b08c8cc4c7a1ced1aa031eadc,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.035401,51.474144,On or near ,E01003215,Lewisham 005E,Investigation complete; no suspect identified
a105fee5c2c74c02e1438fc0b8f044aee8e3a3c823c212da0af0f233bfbe379b,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.134054,51.5066,On or near Pall Mall,E01004736,Westminster 018C,Investigation complete; no suspect identified
53457c3fa4662b093b5c232f25493f3cf5c03667fd5bef16b20aed2836d31f64,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.010019,51.516701,On or near Brion Place,E01004249,Tower Hamlets 018D,Investigation complete; no suspect identified
90213e84754116d42468a2087ec79196eb34f078ddf85a759b0cb5740dd034e9,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.129896,51.526497,On or near Upper Woburn Place,E01000852,Camden 026C,Investigation complete; no suspect identified
87cd571ac37b40499ea8318598f9e3cf30af721e5c4f6fc8bb2b0553e67ef3f6,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.034432,51.4766,On or near Achilles Street,E01003303,Lewisham 039C,Investigation complete; no suspect identified
e42f96178b3577725a3706676be038d4bba844bff8a460c173730c29236a67df,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.012126,51.468949,On or near Smiles Place,E01003205,Lewisham 007D,Investigation complete; no suspect identified
db0b9be71ad7ce1b2a8968cec6e78b067d26950fb69705291d943f34705de4fe,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.229623,51.493522,On or near Leamore Street,E01001899,Hammersmith and Fulham 013D,Investigation complete; no suspect identified
db0b9be71ad7ce1b2a8968cec6e78b067d26950fb69705291d943f34705de4fe,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.229623,51.493522,On or near Leamore Street,E01001899,Hammersmith and Fulham 013D,Investigation complete; no suspect identified
821b53c8a3b18959254e6de0922743b502b58942846dfd6febb5db12b91eade8,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.105091,51.623181,On or near Cromie Close,E01001563,Enfield 029C,Investigation complete; no suspect identified
389205916e4521721cad1c6048c75ff8848d6b9713e9d7eb0112cd22d50c12fb,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.078746,51.539324,On or near ,E01000010,Barking and Dagenham 015C,Investigation complete; no suspect identified
d4025af9f0902d40a000eb963a6bb1c1d1e21722a9049f2de86200974540a685,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.026752,51.544384,On or near Felstead Street,E01001846,Hackney 018A,Investigation complete; no suspect identified
9c6f71141adba980cc12a82cc73aae44a69bb8438e7cda583a57a87bb7e5a597,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.0218,51.496945,On or near Mellish Street,E01032774,Tower Hamlets 032E,Investigation complete; no suspect identified
b81fa96dc837d9f939263ed443cf3d0181481116657ac89e2c23ec4dcc8dba73,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.169967,51.520546,On or near ,E01033604,Westminster 009J,Investigation complete; no suspect identified
77cb26661a559b210a46b977614b1860f65725558408a6a70d0f5772a658ba86,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.203092,51.525636,On or near Kennet Road,E01004679,Westminster 005E,Investigation complete; no suspect identified
d20039a5fb2b11d07fd37a643dc2e005b289453c567178c144ab96b9c8c00ac0,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.190534,51.534768,On or near Maple Mews,E01004710,Westminster 002D,Investigation complete; no suspect identified
51073d4b49878b94eca4e17348eeaa7f43be8211b9ecf0e1ca44b21581c5635e,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.244212,51.553595,On or near ,E01000506,Brent 014A,Investigation complete; no suspect identified
933bd606e80b4bf474b42077e258ea36e411670e08ae279a30ec4cc9d981dbb0,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.118824,51.457922,On or near Beverstone Road,E01003020,Lambeth 016A,Investigation complete; no suspect identified
ebb8d42fdaa5f1a80891a34be66dca8c292a02d67c9c4ef54d5905c401d95160,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.386021,51.529905,On or near Wilstone Close,E01002541,Hillingdon 023A,Investigation complete; no suspect identified
0641c1cc40fab6942d5eec936012b974055005dacc28fe4830436f97c58f7a2b,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.476114,51.537161,On or near The Greenway,E01002414,Hillingdon 015A,Investigation complete; no suspect identified
b6d94dcbd8a126dccc4e6a5c74bd7315bec55c480b2a81248128f86cc55e4905,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.478673,51.513167,On or near Trout Road,E01002554,Hillingdon 022F,Investigation complete; no suspect identified
fdf325d66b489482cb8287b1f758fc22433e2128f4dbf33613e58c9671129177,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.161397,51.524324,On or near Ivor Place,E01004659,Westminster 008A,Investigation complete; no suspect identified
49749b856d5ce7a1d5f9478d92a16c18b201d4313e0ca497a3049005f62601fd,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.208189,51.472154,On or near Landridge Road,E01001952,Hammersmith and Fulham 024D,Investigation complete; no suspect identified
d7224e5234fa878c6cb184a6fe5ff1d3b66391d982f82ec223d7c7eb01b71683,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.196374,51.469078,On or near Peterborough Road,E01001937,Hammersmith and Fulham 025C,Investigation complete; no suspect identified
647fd8b1729898add7488fa8dd77b8bd924dd7eed48d15129cd39f5cab045c3c,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.201977,51.514792,On or near Lonsdale Road,E01002832,Kensington and Chelsea 004D,Investigation complete; no suspect identified
8cc92e2df5507845f92c306c230f8203d0e9db18adf3aa317e1ca2fb40952799,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.092826,51.484894,On or near Arnside Street,E01003969,Southwark 017B,Investigation complete; no suspect identified
ebc214c88d13044c5db684fa68d433841524b71bfae6190e2bb43e76b9ff6662,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.076332,51.547425,On or near Elstree Gardens,E01003734,Redbridge 033B,Investigation complete; no suspect identified
1a341fb5227703f70c19189f06b39fba18d6ee8ca7ed1b45aad270e8a585126b,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.089932,51.54034,On or near Elizabeth Avenue,E01002722,Islington 018A,Investigation complete; no suspect identified
13a6363c5e2dd20fba5b6554372f772da4fda20d0d5e6d0ca022befd09dc02b3,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.118549,51.532844,On or near Killick Street,E01002711,Islington 021B,Investigation complete; no suspect identified
a732e64e0fa6d67a5de5623939ffe51e2ab9df814310c8d047bc9c8f68ed391c,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.127378,51.567139,On or near Mowatt Close,E01002753,Islington 002A,Investigation complete; no suspect identified
0ae4809332680b206f4a6a583e6d509fb68dc1a6c4e44ba5c7dba0a7ce2a9cd2,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.112158,51.534306,On or near Eckford Street,E01002695,Islington 021A,Investigation complete; no suspect identified
3cfcee8e5d2be1afba73f5dfbc01aeacaa161ad69b2dbe415766b8eaa231f105,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.108809,51.526069,On or near Exmouth Market,E01002726,Islington 022F,Investigation complete; no suspect identified
aa67a56214fdc69adcf1c7351c341421925052b1a13f42c3ff1fd43ada642900,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.324331,51.50985,On or near ,E01001389,Ealing 028F,Investigation complete; no suspect identified
5146a8bb99229ada18ab5ca30192464a6adfc53726296546fd508681a6daac84,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.013849,51.468061,On or near Conington Road,E01003296,Lewisham 012E,Investigation complete; no suspect identified
6f83adf7017aca05a87762192be63f44b0d0a8909c591128f01b9edb577aaa68,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.186554,51.520642,On or near Bourne Terrace,E01004757,Westminster 010C,Investigation complete; no suspect identified
6aff4b22dff330bdb58e0f268b8f437e3479abfe33b9d144521d76144874230d,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.213133,51.529503,On or near Sixth Avenue,E01004719,Westminster 004B,Investigation complete; no suspect identified
409664bda76c4a0d20107379ee20f025ffc8af8d9ea4c84a9f6a1d72d77ed7d6,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.199286,51.519426,On or near A4207,E01032513,Westminster 010G,Investigation complete; no suspect identified
b66a2fe1ee53922be775c5e7a569e92388a3ce95b42461aa5d3f92c7fed1fbf1,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.19004,51.517423,On or near Westbourne Gardens,E01004656,Westminster 014D,Investigation complete; no suspect identified
fffc788d8930d10fc2507e93f71e8e417ef9bd5a664df834dae3e26bab597bd8,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.221247,51.494061,On or near Wolverton Gardens,E01001898,Hammersmith and Fulham 013C,Investigation complete; no suspect identified
d6179b7c3e93cb6eea322332f670b39a2234f2805f6bc20f74fed365420b65db,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.204041,51.479887,On or near Gironde Road,E01001882,Hammersmith and Fulham 017C,Investigation complete; no suspect identified
ddb1dd14bda27ed94206e612b511fb7de58302d48316d9f5e64997bf504f0c27,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.167245,51.488535,On or near ,E01002914,Kensington and Chelsea 019E,Investigation complete; no suspect identified
c4b44cfe006ba1e88dcb2b90cf36a951f542e2a5312556e3dc6be870982aba82,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.169447,51.48785,On or near ,E01002914,Kensington and Chelsea 019E,Investigation complete; no suspect identified
a950711f25e352f4a9fd84be877810ea324cbf9cc113c25df3fbd7a1e0776216,2022-07,Metropolitan Police Service,Metropolitan Police Service,0.068957,51.559407,On or near York Place,E01003783,Redbridge 029A,Investigation complete; no suspect identified
8cfe1b29457fed91e07e07b62244cd20d1d4db67c0d6016e5a11879ee1dc8de0,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.149851,51.506148,On or near Derby Street,E01004761,Westminster 018D,Investigation complete; no suspect identified
3623add0dadc7fb260a43a4fe97be8a78a6b4ca8525e7f9d687db97a75dbcc7e,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.215551,51.508228,On or near St Anns Road,E01001944,Hammersmith and Fulham 004B,Investigation complete; no suspect identified
850973a0579c3cf4a2eef5ed561ec49e64724a892c0af2b1701e0caf8cf01477,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.215551,51.508228,On or near St Anns Road,E01001944,Hammersmith and Fulham 004B,Investigation complete; no suspect identified
115dd77b9f64047de408f626c58a2e4ef6abe616dd98d7d8e53f5ef55f922fc3,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.212956,51.497559,On or near Hazlitt Road,E01001873,Hammersmith and Fulham 010E,Investigation complete; no suspect identified
1a90219c95bccf5538f241ea4b76a91386f9d6b9f3aa33280bba027d619fccc9,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.231308,51.494645,On or near ,E01001899,Hammersmith and Fulham 013D,Investigation complete; no suspect identified
6e293505fb4128aee1d14a6f5df79edb36577106dff8740910946a9cf5b3d7c2,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.235248,51.530638,On or near Waldo Road,E01001877,Hammersmith and Fulham 001D,Investigation complete; no suspect identified
e34c633cd8894343c7a1f9eef67f8a25a7e77615e26f2b4f45b78fcc1fb0e81e,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.057513,51.632412,On or near Colville Road,E01001479,Enfield 023A,Investigation complete; no suspect identified
23a6ef0cc2bb2aa22eba47fd5e0e8fda2aabac9d8985eb960782ca3ecb4bc886,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.097102,51.657007,On or near Culloden Road,E01001474,Enfield 010E,Investigation complete; no suspect identified
4a4ade33c58a47b13ec0c3280b55522428fe6ae3c69bf7fefca677f935c11a43,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.073238,51.653804,On or near Apple Grove,E01001544,Enfield 009D,Investigation complete; no suspect identified
8ee4fbfd58565a72eae89caa27c21ac91c889fb1961ec47d2d2d2fdade6f56d6,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.031187,51.675407,On or near Forest Road,E01001444,Enfield 001A,Investigation complete; no suspect identified
f715364589dccfb0ddf9cbf37fb6ca30169454ff64b6ff4c4515ea18a620dedc,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.05501,51.614242,On or near Cavendish Road,E01001427,Enfield 030C,Investigation complete; no suspect identified
f715364589dccfb0ddf9cbf37fb6ca30169454ff64b6ff4c4515ea18a620dedc,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.05501,51.614242,On or near Cavendish Road,E01001427,Enfield 030C,Investigation complete; no suspect identified
f715364589dccfb0ddf9cbf37fb6ca30169454ff64b6ff4c4515ea18a620dedc,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.05501,51.614242,On or near Cavendish Road,E01001427,Enfield 030C,Investigation complete; no suspect identified
89f5f4a0d9aaf03107fdc930c1ad82f14b18c0c7fc78aa2e36956dedabbfba1f,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.117543,51.615199,On or near Hawthorn Avenue,E01001527,Enfield 036F,Investigation complete; no suspect identified
968c70dca2aab04e79693b43be3774a88ba31394431dcf218387585f97e40f0a,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.077569,51.641645,On or near Village Park Close,E01001405,Enfield 015A,Investigation complete; no suspect identified
e7e8944dc1a5ac327e4ab10eeef2868e92df6b63393d49ed73e2e4c60d0d4529,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.105898,51.618024,On or near Lodge Drive,E01001498,Enfield 029B,Investigation complete; no suspect identified
7d35e067a02934b47758d95aeff5e949bf7206ad8de2d437f623828e00c9352a,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
79f40965dd7473327ea62b697e2f7ea3fb2a94117ef39717f9705992d7937af2,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.039842,51.643791,On or near Tennyson Close,E01001507,Enfield 012D,Investigation complete; no suspect identified
79f40965dd7473327ea62b697e2f7ea3fb2a94117ef39717f9705992d7937af2,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.039842,51.643791,On or near Tennyson Close,E01001507,Enfield 012D,Investigation complete; no suspect identified
79f40965dd7473327ea62b697e2f7ea3fb2a94117ef39717f9705992d7937af2,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.039842,51.643791,On or near Tennyson Close,E01001507,Enfield 012D,Investigation complete; no suspect identified
10705f25fb9ed92e5454b0c5cde417e8537a9504de4c238c7851ffe33c7facea,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.051559,51.66581,On or near Hoe Lane,E01001550,Enfield 006E,Investigation complete; no suspect identified
98c68f3ad91b4ef55b30894d3cab77f56dcce320754e4c701202ab19705a0771,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.032289,51.646299,On or near Gilda Avenue,E01001506,Enfield 014B,Investigation complete; no suspect identified
bbd716432634fdee4c2ce1bd1bf9b12e6536db641ec74ed324b1ec28b580f733,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.09551,51.398635,On or near High Street,E01001154,Croydon 006E,Investigation complete; no suspect identified
a8e584b38dcb04f935337532986d49ae57f08f916c9c44e6574bc445eabe35fa,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.144611,51.399521,On or near Walton Way,E01003435,Merton 014E,Investigation complete; no suspect identified
854785360aa444d5b53e3a45125ea2c29d67d397e583dfa0cfd6404112ca02e0,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.215919,51.402436,On or near Northway,E01003362,Merton 021A,Investigation complete; no suspect identified
854785360aa444d5b53e3a45125ea2c29d67d397e583dfa0cfd6404112ca02e0,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.215919,51.402436,On or near Northway,E01003362,Merton 021A,Investigation complete; no suspect identified
d36eeca37e49fada40f0cd1c990a5fe108b2e439740310f1ae3f06534f7f19ad,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.119161,51.48335,On or near Ebbisham Drive,E01003102,Lambeth 004A,Investigation complete; no suspect identified
3d7126f77c86a42201bb782019788bf95284bc81992bee799180ba4fad69a80c,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.124787,51.429727,On or near Sunnyhill Road,E01003155,Lambeth 029E,Investigation complete; no suspect identified
b3ce08099dcccf88fab6da34c2650c2731f214027e02864442b457a2e2db1249,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.119322,51.427589,On or near Francis Barber Close,E01003154,Lambeth 030E,Investigation complete; no suspect identified
94cc1dafa6f5942f26278524d2b79d84f5302000df815b64e9c24c16aab1d017,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.313146,51.455664,On or near Riverdale Road,E01003894,Richmond upon Thames 009C,Investigation complete; no suspect identified
94cc1dafa6f5942f26278524d2b79d84f5302000df815b64e9c24c16aab1d017,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.313146,51.455664,On or near Riverdale Road,E01003894,Richmond upon Thames 009C,Investigation complete; no suspect identified
9f81e3916aa0d333292ec7746e4fe733ca019aae74d900facf397a4186bd43f8,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.110491,51.617693,On or near ,E01001501,Enfield 036E,Investigation complete; no suspect identified
6977e134cfb1d7d362dcc2a072d6612bdccc1a1c5d178236529ece377687e6cf,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.20142,51.528559,On or near Fernhead Road,E01004678,Westminster 005D,Investigation complete; no suspect identified
da15464cd66934ffcb302e84eb6ae329a5bcee35282e3d86888d564271172604,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.226392,51.492134,On or near Black's Road,E01001898,Hammersmith and Fulham 013C,Investigation complete; no suspect identified
da15464cd66934ffcb302e84eb6ae329a5bcee35282e3d86888d564271172604,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.226392,51.492134,On or near Black's Road,E01001898,Hammersmith and Fulham 013C,Investigation complete; no suspect identified
a1105fd755e85cf8150639d8e5ab79c1fc4bf64f57d076d7927366341a6f05e2,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.218739,51.512943,On or near Lockton Street,E01002877,Kensington and Chelsea 003B,Investigation complete; no suspect identified
